ID;Species;country_id;first_area_sighting;msfd_id
124;Torquigener hypselogeneion ex T. flavimaculosus;SY;2009;EMED
124;Torquigener hypselogeneion ex T. flavimaculosus;TR;2002;EMED
124;Torquigener hypselogeneion ex T. flavimaculosus;TR;2013;EMED
125;Trypauchen vagina;EG;2021;EMED
125;Trypauchen vagina;IL;2009;EMED
125;Trypauchen vagina;TR;2010;EMED
126;Tylerius spinosissimus;CY;2017;EMED
126;Tylerius spinosissimus;GR;2004;EMED
126;Tylerius spinosissimus;IL;2010;EMED
126;Tylerius spinosissimus;LB;2006;EMED
126;Tylerius spinosissimus;TR;2010;EMED
127;Tylosurus choram;EG;1992;EMED
127;Tylosurus choram;IL;2001;EMED
127;Tylosurus choram;LB;1950;EMED
127;Tylosurus choram;SY;2001;EMED
128;Upeneus moluccensis;CY;1961;EMED
128;Upeneus moluccensis;EG;1966;EMED
128;Upeneus moluccensis;GR;1947;EMED
128;Upeneus moluccensis;GR;1947;EMED
128;Upeneus moluccensis;GR;1976;CMED
128;Upeneus moluccensis;IL;1946;EMED
128;Upeneus moluccensis;LB;1960;EMED
128;Upeneus moluccensis;LY;1968;CMED
128;Upeneus moluccensis;PS;1947;EMED
128;Upeneus moluccensis;SY;1930;EMED
128;Upeneus moluccensis;TN;2018;CMED
128;Upeneus moluccensis;TR;1942;EMED
128;Upeneus moluccensis;TR;1956;EMED
129;Upeneus pori;CY;2004;EMED
129;Upeneus pori;EG;1972;EMED
129;Upeneus pori;GR;2003;EMED
129;Upeneus pori;GR;2007;EMED
129;Upeneus pori;GR;2014;CMED
129;Upeneus pori;IL;1953;EMED
129;Upeneus pori;IT;2012;CMED
129;Upeneus pori;IT;2017;CMED
129;Upeneus pori;LB;1962;EMED
129;Upeneus pori;LY;1994;CMED
129;Upeneus pori;SY;1991;EMED
129;Upeneus pori;TN;2003;CMED
129;Upeneus pori;TN;2009;WMED
129;Upeneus pori;TR;1942;EMED
129;Upeneus pori;TR;2000;EMED
130;Vanderhorstia mertensi;GR;2019;EMED
130;Vanderhorstia mertensi;IL;2012;EMED
130;Vanderhorstia mertensi;TR;2008;EMED
130;Vanderhorstia mertensi;TR;2010;EMED
